@RELATION 1

@ATTRIBUTE attribute_0 REAL
@ATTRIBUTE attribute_1 REAL
@ATTRIBUTE attribute_2 REAL
@ATTRIBUTE attribute_3 REAL
@ATTRIBUTE attribute_4 REAL
@ATTRIBUTE attribute_5 REAL
@ATTRIBUTE attribute_6 REAL
@ATTRIBUTE attribute_7 REAL
@ATTRIBUTE attribute_8 REAL
@ATTRIBUTE attribute_9 REAL
@ATTRIBUTE attribute_10 REAL
@ATTRIBUTE attribute_11 REAL
@ATTRIBUTE attribute_12 REAL
@ATTRIBUTE attribute_13 REAL
@ATTRIBUTE attribute_14 REAL
@ATTRIBUTE attribute_15 REAL
@ATTRIBUTE attribute_16 REAL
@ATTRIBUTE attribute_17 REAL
@ATTRIBUTE attribute_18 REAL
@ATTRIBUTE attribute_19 REAL
@ATTRIBUTE attribute_20 REAL
@ATTRIBUTE attribute_21 REAL
@ATTRIBUTE attribute_22 REAL
@ATTRIBUTE attribute_23 REAL
@ATTRIBUTE attribute_24 REAL
@ATTRIBUTE attribute_25 REAL
@ATTRIBUTE attribute_26 REAL
@ATTRIBUTE attribute_27 REAL
@ATTRIBUTE attribute_28 REAL
@ATTRIBUTE attribute_29 REAL
@ATTRIBUTE attribute_30 REAL
@ATTRIBUTE attribute_31 REAL
@ATTRIBUTE attribute_32 REAL
@ATTRIBUTE attribute_33 REAL
@ATTRIBUTE attribute_34 REAL
@ATTRIBUTE attribute_35 REAL
@ATTRIBUTE attribute_36 REAL
@ATTRIBUTE attribute_37 REAL
@ATTRIBUTE attribute_38 REAL
@ATTRIBUTE attribute_39 REAL
@ATTRIBUTE attribute_40 REAL
@ATTRIBUTE attribute_41 REAL
@ATTRIBUTE attribute_42 REAL
@ATTRIBUTE attribute_43 REAL
@ATTRIBUTE attribute_44 REAL
@ATTRIBUTE attribute_45 REAL
@ATTRIBUTE attribute_46 REAL
@ATTRIBUTE attribute_47 REAL
@ATTRIBUTE attribute_48 REAL
@ATTRIBUTE attribute_49 REAL
@ATTRIBUTE attribute_50 REAL
@ATTRIBUTE attribute_51 REAL
@ATTRIBUTE attribute_52 REAL
@ATTRIBUTE attribute_53 REAL
@ATTRIBUTE attribute_54 REAL
@ATTRIBUTE attribute_55 REAL
@ATTRIBUTE attribute_56 REAL
@ATTRIBUTE attribute_57 REAL
@ATTRIBUTE attribute_58 REAL
@ATTRIBUTE attribute_59 REAL
@ATTRIBUTE attribute_60 REAL
@ATTRIBUTE attribute_61 REAL
@ATTRIBUTE attribute_62 REAL
@ATTRIBUTE attribute_63 REAL
@ATTRIBUTE attribute_64 REAL
@ATTRIBUTE attribute_65 REAL
@ATTRIBUTE attribute_66 REAL
@ATTRIBUTE attribute_67 REAL
@ATTRIBUTE attribute_68 REAL
@ATTRIBUTE attribute_69 REAL
@ATTRIBUTE attribute_70 REAL
@ATTRIBUTE attribute_71 REAL
@ATTRIBUTE attribute_72 REAL
@ATTRIBUTE attribute_73 REAL
@ATTRIBUTE attribute_74 REAL
@ATTRIBUTE attribute_75 REAL
@ATTRIBUTE attribute_76 REAL
@ATTRIBUTE attribute_77 REAL
@ATTRIBUTE attribute_78 REAL
@ATTRIBUTE attribute_79 REAL
@ATTRIBUTE attribute_80 REAL
@ATTRIBUTE attribute_81 REAL
@ATTRIBUTE attribute_82 REAL
@ATTRIBUTE attribute_83 REAL
@ATTRIBUTE attribute_84 REAL
@ATTRIBUTE attribute_85 REAL
@ATTRIBUTE attribute_86 REAL
@ATTRIBUTE attribute_87 REAL
@ATTRIBUTE attribute_88 REAL
@ATTRIBUTE attribute_89 REAL
@ATTRIBUTE attribute_90 REAL
@ATTRIBUTE attribute_91 REAL
@ATTRIBUTE attribute_92 REAL
@ATTRIBUTE attribute_93 REAL
@ATTRIBUTE attribute_94 REAL
@ATTRIBUTE attribute_95 REAL
@ATTRIBUTE attribute_96 REAL
@ATTRIBUTE attribute_97 REAL
@ATTRIBUTE attribute_98 REAL
@ATTRIBUTE attribute_99 REAL
@ATTRIBUTE attribute_100 REAL
@ATTRIBUTE attribute_101 REAL
@ATTRIBUTE attribute_102 REAL
@ATTRIBUTE attribute_103 REAL
@ATTRIBUTE attribute_104 REAL
@ATTRIBUTE attribute_105 REAL
@ATTRIBUTE attribute_106 REAL
@ATTRIBUTE attribute_107 REAL
@ATTRIBUTE attribute_108 REAL
@ATTRIBUTE attribute_109 REAL
@ATTRIBUTE attribute_110 REAL
@ATTRIBUTE attribute_111 REAL
@ATTRIBUTE attribute_112 REAL
@ATTRIBUTE attribute_113 REAL
@ATTRIBUTE attribute_114 REAL
@ATTRIBUTE attribute_115 REAL
@ATTRIBUTE attribute_116 REAL
@ATTRIBUTE attribute_117 REAL
@ATTRIBUTE attribute_118 REAL
@ATTRIBUTE attribute_119 REAL
@ATTRIBUTE attribute_120 REAL
@ATTRIBUTE attribute_121 REAL
@ATTRIBUTE attribute_122 REAL
@ATTRIBUTE attribute_123 REAL
@ATTRIBUTE attribute_124 REAL
@ATTRIBUTE attribute_125 REAL
@ATTRIBUTE attribute_126 REAL
@ATTRIBUTE attribute_127 REAL
@ATTRIBUTE attribute_128 REAL
@ATTRIBUTE attribute_129 REAL
@ATTRIBUTE attribute_130 REAL
@ATTRIBUTE attribute_131 REAL
@ATTRIBUTE attribute_132 REAL
@ATTRIBUTE attribute_133 REAL
@ATTRIBUTE attribute_134 REAL
@ATTRIBUTE attribute_135 REAL
@ATTRIBUTE attribute_136 REAL
@ATTRIBUTE attribute_137 REAL
@ATTRIBUTE attribute_138 REAL
@ATTRIBUTE attribute_139 REAL
@ATTRIBUTE attribute_140 REAL
@ATTRIBUTE attribute_141 REAL
@ATTRIBUTE attribute_142 REAL
@ATTRIBUTE attribute_143 REAL
@ATTRIBUTE attribute_144 REAL
@ATTRIBUTE attribute_145 REAL
@ATTRIBUTE attribute_146 REAL
@ATTRIBUTE attribute_147 REAL
@ATTRIBUTE attribute_148 REAL
@ATTRIBUTE attribute_149 REAL
@ATTRIBUTE attribute_150 REAL
@ATTRIBUTE attribute_151 REAL
@ATTRIBUTE attribute_152 REAL
@ATTRIBUTE attribute_153 REAL
@ATTRIBUTE attribute_154 REAL
@ATTRIBUTE attribute_155 REAL
@ATTRIBUTE attribute_156 REAL
@ATTRIBUTE attribute_157 REAL
@ATTRIBUTE attribute_158 REAL
@ATTRIBUTE attribute_159 REAL
@ATTRIBUTE attribute_160 REAL
@ATTRIBUTE attribute_161 REAL
@ATTRIBUTE attribute_162 REAL
@ATTRIBUTE attribute_163 REAL
@ATTRIBUTE attribute_164 REAL
@ATTRIBUTE attribute_165 REAL
@ATTRIBUTE attribute_166 REAL
@ATTRIBUTE attribute_167 REAL
@ATTRIBUTE attribute_168 REAL
@ATTRIBUTE attribute_169 REAL
@ATTRIBUTE attribute_170 REAL
@ATTRIBUTE attribute_171 REAL
@ATTRIBUTE attribute_172 REAL
@ATTRIBUTE attribute_173 REAL
@ATTRIBUTE attribute_174 REAL
@ATTRIBUTE attribute_175 REAL
@ATTRIBUTE attribute_176 REAL
@ATTRIBUTE attribute_177 REAL
@ATTRIBUTE attribute_178 REAL
@ATTRIBUTE attribute_179 REAL
@ATTRIBUTE attribute_180 REAL
@ATTRIBUTE attribute_181 REAL
@ATTRIBUTE attribute_182 REAL
@ATTRIBUTE attribute_183 REAL
@ATTRIBUTE attribute_184 REAL
@ATTRIBUTE attribute_185 REAL
@ATTRIBUTE attribute_186 REAL
@ATTRIBUTE attribute_187 REAL
@ATTRIBUTE attribute_188 REAL
@ATTRIBUTE attribute_189 REAL
@ATTRIBUTE attribute_190 REAL
@ATTRIBUTE attribute_191 REAL
@ATTRIBUTE attribute_192 REAL
@ATTRIBUTE attribute_193 REAL
@ATTRIBUTE attribute_194 REAL
@ATTRIBUTE attribute_195 REAL
@ATTRIBUTE attribute_196 REAL
@ATTRIBUTE attribute_197 REAL
@ATTRIBUTE attribute_198 REAL
@ATTRIBUTE attribute_199 REAL
@ATTRIBUTE attribute_200 REAL
@ATTRIBUTE attribute_201 REAL
@ATTRIBUTE attribute_202 REAL
@ATTRIBUTE attribute_203 REAL
@ATTRIBUTE attribute_204 REAL
@ATTRIBUTE attribute_205 REAL
@ATTRIBUTE attribute_206 REAL
@ATTRIBUTE attribute_207 REAL
@ATTRIBUTE attribute_208 REAL
@ATTRIBUTE attribute_209 REAL
@ATTRIBUTE attribute_210 REAL
@ATTRIBUTE attribute_211 REAL
@ATTRIBUTE attribute_212 REAL
@ATTRIBUTE attribute_213 REAL
@ATTRIBUTE attribute_214 REAL
@ATTRIBUTE attribute_215 REAL
@ATTRIBUTE attribute_216 REAL
@ATTRIBUTE attribute_217 REAL
@ATTRIBUTE attribute_218 REAL
@ATTRIBUTE attribute_219 REAL
@ATTRIBUTE attribute_220 REAL
@ATTRIBUTE attribute_221 REAL
@ATTRIBUTE attribute_222 REAL
@ATTRIBUTE attribute_223 REAL
@ATTRIBUTE attribute_224 REAL
@ATTRIBUTE attribute_225 REAL
@ATTRIBUTE attribute_226 REAL
@ATTRIBUTE attribute_227 REAL
@ATTRIBUTE attribute_228 REAL
@ATTRIBUTE attribute_229 REAL
@ATTRIBUTE attribute_230 REAL
@ATTRIBUTE attribute_231 REAL
@ATTRIBUTE attribute_232 REAL
@ATTRIBUTE attribute_233 REAL
@ATTRIBUTE attribute_234 REAL
@ATTRIBUTE attribute_235 REAL
@ATTRIBUTE attribute_236 REAL
@ATTRIBUTE attribute_237 REAL
@ATTRIBUTE attribute_238 REAL
@ATTRIBUTE attribute_239 REAL
@ATTRIBUTE attribute_240 REAL
@ATTRIBUTE attribute_241 REAL
@ATTRIBUTE attribute_242 REAL
@ATTRIBUTE attribute_243 REAL
@ATTRIBUTE attribute_244 REAL
@ATTRIBUTE attribute_245 REAL
@ATTRIBUTE attribute_246 REAL
@ATTRIBUTE attribute_247 REAL
@ATTRIBUTE attribute_248 REAL
@ATTRIBUTE attribute_249 REAL
@ATTRIBUTE attribute_250 REAL
@ATTRIBUTE attribute_251 REAL
@ATTRIBUTE attribute_252 REAL
@ATTRIBUTE attribute_253 REAL
@ATTRIBUTE attribute_254 REAL
@ATTRIBUTE attribute_255 REAL
@ATTRIBUTE attribute_256 REAL
@ATTRIBUTE attribute_257 REAL
@ATTRIBUTE attribute_258 REAL
@ATTRIBUTE attribute_259 REAL
@ATTRIBUTE attribute_260 REAL
@ATTRIBUTE attribute_261 REAL
@ATTRIBUTE attribute_262 REAL
@ATTRIBUTE attribute_263 REAL
@ATTRIBUTE attribute_264 REAL
@ATTRIBUTE attribute_265 REAL
@ATTRIBUTE attribute_266 REAL
@ATTRIBUTE attribute_267 REAL
@ATTRIBUTE attribute_268 REAL
@ATTRIBUTE attribute_269 REAL
@ATTRIBUTE attribute_270 REAL
@ATTRIBUTE attribute_271 REAL
@ATTRIBUTE attribute_272 REAL
@ATTRIBUTE attribute_273 REAL
@ATTRIBUTE attribute_274 REAL
@ATTRIBUTE attribute_275 REAL
@ATTRIBUTE attribute_276 REAL
@ATTRIBUTE attribute_277 REAL
@ATTRIBUTE attribute_278 REAL
@ATTRIBUTE attribute_279 REAL
@ATTRIBUTE attribute_280 REAL
@ATTRIBUTE attribute_281 REAL
@ATTRIBUTE attribute_282 REAL
@ATTRIBUTE attribute_283 REAL
@ATTRIBUTE attribute_284 REAL
@ATTRIBUTE attribute_285 REAL
@ATTRIBUTE attribute_286 REAL
@ATTRIBUTE attribute_287 REAL
@ATTRIBUTE attribute_288 REAL
@ATTRIBUTE attribute_289 REAL
@ATTRIBUTE attribute_290 REAL
@ATTRIBUTE attribute_291 REAL
@ATTRIBUTE attribute_292 REAL
@ATTRIBUTE attribute_293 REAL
@ATTRIBUTE attribute_294 REAL
@ATTRIBUTE attribute_295 REAL
@ATTRIBUTE attribute_296 REAL
@ATTRIBUTE attribute_297 REAL
@ATTRIBUTE attribute_298 REAL
@ATTRIBUTE attribute_299 REAL

@DATA
765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765
765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765
765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765
765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765
765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765
765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765
765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765
765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765
765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765
765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765
765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765
765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765
765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765
